time of writing,name of the test file,number of accepting traces,number or rejecting traces,depth of formula,number of variables,max length of traces,specified formula,dt solving time,dt num primitive candidates,dt num primitives used,dt subset sizes,dt tree txt representation
2018-05-24 08:59,traces/generated/5to10Traces/0150.trace,225,225,1,2,5,G(x0),0.4186975359916687,1,1,3,experiments/dtSubset3Repetitions4/0150_tree.txt
2018-05-24 08:59,traces/generated/5to10Traces/0053.trace,16,100,4,3,10,"G(->(x1,G(!(x0))))",58.16952133504674,8,3,3,experiments/dtSubset3Repetitions4/0053_tree.txt
2018-05-24 09:00,traces/generated/5to10Traces/0171.trace,200,200,2,3,10,"->(F(x1),U(x0,x1))",2.590465312823653,2,1,3,experiments/dtSubset3Repetitions4/0171_tree.txt
2018-05-24 09:00,traces/generated/5to10Traces/0072.trace,75,75,4,3,5,"|(G(!(x0)),F(&(x0,F(x1))))",9.578012238023803,10,2,3,experiments/dtSubset3Repetitions4/0072_tree.txt
2018-05-24 09:00,traces/generated/5to10Traces/0011.trace,8,125,2,2,10,G(!(x0)),1.785538641968742,1,1,3,experiments/dtSubset3Repetitions4/0011_tree.txt
2018-05-24 09:00,traces/generated/5to10Traces/0083.trace,200,34,4,3,10,"|(G(!(x0)),F(&(x0,F(x1))))",36.179373445920646,13,8,3,experiments/dtSubset3Repetitions4/0083_tree.txt
2018-05-24 09:00,traces/generated/5to10Traces/0180.trace,50,50,3,3,5,"G(->(x1,G(x0)))",17.744047036860138,15,6,3,experiments/dtSubset3Repetitions4/0180_tree.txt
2018-05-24 09:01,traces/generated/5to10Traces/0112.trace,14,25,6,4,5,"G(&(x0,->(!(x1),U(!(x1),&(x2,!(x1))))))",0.26740663195960224,1,1,3,experiments/dtSubset3Repetitions4/0112_tree.txt
2018-05-24 09:01,traces/generated/5to10Traces/0030.trace,100,100,3,3,5,"->(F(x1),U(!(x0),x1))",19.336413574172184,13,2,3,experiments/dtSubset3Repetitions4/0030_tree.txt
2018-05-24 09:01,traces/generated/5to10Traces/0167.trace,150,150,2,3,10,"->(F(x1),U(x0,x1))",5.71853735903278,4,1,3,experiments/dtSubset3Repetitions4/0167_tree.txt
2018-05-24 09:01,traces/generated/5to10Traces/0108.trace,250,250,1,2,5,F(x0),0.4770206231623888,1,1,3,experiments/dtSubset3Repetitions4/0108_tree.txt
2018-05-24 09:01,traces/generated/5to10Traces/0064.trace,250,250,4,3,5,"G(->(x1,G(!(x0))))",23.847624727059156,10,6,3,experiments/dtSubset3Repetitions4/0064_tree.txt
2018-05-24 09:02,traces/generated/5to10Traces/0099.trace,125,7,1,2,10,F(x0),0.49105573911219835,1,1,3,experiments/dtSubset3Repetitions4/0099_tree.txt
2018-05-24 09:02,traces/generated/5to10Traces/0129.trace,1,225,6,4,10,"G(&(x0,->(!(x1),U(!(x1),&(x2,!(x1))))))",0.3950777971185744,1,1,3,experiments/dtSubset3Repetitions4/0129_tree.txt
2018-05-24 09:02,traces/generated/5to10Traces/0146.trace,175,175,1,2,5,G(x0),0.33973995596170425,1,1,3,experiments/dtSubset3Repetitions4/0146_tree.txt
2018-05-24 09:02,traces/generated/5to10Traces/0045.trace,2,5,4,3,10,"G(->(x1,G(!(x0))))",3.347549223806709,4,2,3,experiments/dtSubset3Repetitions4/0045_tree.txt
2018-05-24 09:02,traces/generated/5to10Traces/0049.trace,12,50,4,3,10,"G(->(x1,G(!(x0))))",41.1322724299971,5,3,3,experiments/dtSubset3Repetitions4/0049_tree.txt
2018-05-24 09:02,traces/generated/5to10Traces/0026.trace,50,50,3,3,5,"->(F(x1),U(!(x0),x1))",11.884452761150897,10,3,3,experiments/dtSubset3Repetitions4/0026_tree.txt
2018-05-24 09:02,traces/generated/5to10Traces/0125.trace,1,175,6,4,10,"G(&(x0,->(!(x1),U(!(x1),&(x2,!(x1))))))",0.9137848778627813,2,1,3,experiments/dtSubset3Repetitions4/0125_tree.txt
2018-05-24 09:02,traces/generated/5to10Traces/0007.trace,7,75,2,2,10,G(!(x0)),2.421736962161958,2,1,3,experiments/dtSubset3Repetitions4/0007_tree.txt
2018-05-24 09:03,traces/generated/5to10Traces/0068.trace,25,25,4,3,5,"|(G(!(x0)),F(&(x0,F(x1))))",13.348824847023934,10,3,3,experiments/dtSubset3Repetitions4/0068_tree.txt
2018-05-24 09:03,traces/generated/5to10Traces/0095.trace,75,6,1,2,10,F(x0),0.5562913669273257,1,1,3,experiments/dtSubset3Repetitions4/0095_tree.txt
2018-05-24 09:03,traces/generated/5to10Traces/0196.trace,250,250,3,3,5,"G(->(x1,G(x0)))",8.785734643926844,8,8,3,experiments/dtSubset3Repetitions4/0196_tree.txt
2018-05-24 09:03,traces/generated/5to10Traces/0104.trace,200,200,1,2,5,F(x0),0.3873161389492452,1,1,3,experiments/dtSubset3Repetitions4/0104_tree.txt
